dataset,dataset_type,scenario,model,model_version,horizon,n,mae,rmse,crps_approx,coverage95,mean_interval_width,calibration_error,failed_predictions
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,baseline,2,23,4.7549,6.7442,3.7719,0.6522,11.7258,0.1957,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,baseline,3,22,5.3422,7.5620,4.3314,0.6818,11.3153,0.2222,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,baseline,4,21,5.8043,8.2866,4.8231,0.5714,10.8249,0.2566,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,baseline,5,20,5.9605,9.0876,5.0270,0.6500,10.3243,0.2944,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,baseline,6,19,5.6291,7.3604,4.6564,0.5789,9.8224,0.3246,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,hardened,1,24,4.2836,6.2459,3.3050,0.7500,15.2450,0.0444,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,hardened,2,23,3.9222,5.7827,3.0984,0.8261,16.0593,0.0894,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,hardened,3,22,4.3276,5.8324,3.2515,0.8182,15.6672,0.0808,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,hardened,4,21,4.3295,6.0497,3.3407,0.8095,15.0433,0.1243,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,hardened,5,20,4.2069,6.4706,3.2806,0.8500,14.3715,0.1278,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,hardened,6,19,3.7083,4.6005,2.7323,0.8421,13.6874,0.1608,0
synthetic_outlier,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,1,24,6.1901,7.4948,4.4956,0.7500,19.7405,0.2130,0
synthetic_outlier,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,2,23,8.3038,10.0828,6.0892,0.7826,27.2412,0.3116,0
synthetic_outlier,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,3,22,12.8444,14.5212,9.3127,0.7273,34.7033,0.3939,0
synthetic_outlier,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,4,21,17.9069,19.0330,12.9541,0.6667,40.3237,0.4577,0
synthetic_outlier,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,5,20,22.2434,23.0265,16.5352,0.5000,43.4060,0.4667,0
synthetic_outlier,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,6,19,26.2122,26.5020,20.1995,0.3158,43.8807,0.5000,0
synthetic_outlier,synthetic,prior_7_8_with_killer,linear_trend,baseline,1,24,4.9021,5.9174,3.5741,0.7500,14.6163,0.0833,0
synthetic_outlier,synthetic,prior_7_8_with_killer,linear_trend,baseline,2,23,5.2422,6.2309,3.6938,0.9130,19.6114,0.0565,0
synthetic_outlier,synthetic,prior_7_8_with_killer,linear_trend,baseline,3,22,5.5547,6.6810,3.9217,1.0000,23.0550,0.0525,0
synthetic_outlier,synthetic,prior_7_8_with_killer,linear_trend,baseline,4,21,6.2324,7.2292,4.2608,1.0000,25.5494,0.0481,0
synthetic_outlier,synthetic,prior_7_8_with_killer,linear_trend,baseline,5,20,7.1073,7.8463,4.7508,0.9500,27.5908,0.0556,0
synthetic_outlier,synthetic,prior_7_8_with_killer,linear_trend,baseline,6,19,7.0390,7.8686,4.7111,1.0000,29.2680,0.0579,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,baseline,1,24,4.4050,6.3195,3.4798,0.7500,11.4856,0.0935,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,baseline,2,23,4.3395,6.2826,3.4593,0.6957,11.7258,0.1667,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,baseline,3,22,4.8777,6.8566,3.8566,0.6818,11.3153,0.1717,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,baseline,4,21,5.1897,7.4154,4.2385,0.6190,10.8249,0.2037,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,baseline,5,20,5.0963,8.1193,4.2818,0.6500,10.3243,0.2333,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,baseline,6,19,4.8443,6.3016,3.9057,0.5789,9.8224,0.2602,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,hardened,1,24,4.2801,6.2149,3.2951,0.7500,15.2284,0.0370,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,hardened,2,23,3.8360,5.6407,3.0272,0.8696,16.0396,0.0710,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,hardened,3,22,4.2095,5.5705,3.1248,0.9091,15.6411,0.0414,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,hardened,4,21,3.9771,5.6681,3.1020,0.8095,15.0137,0.0767,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,hardened,5,20,3.9033,5.9566,2.9908,0.9000,14.3387,0.0667,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,hardened,6,19,3.2966,4.1130,2.3666,0.9474,13.6517,0.1152,0
synthetic_outlier,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,1,24,4.1746,5.0033,2.9469,0.9167,18.2359,0.1306,0
synthetic_outlier,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,2,23,4.3939,5.1589,3.0738,0.9130,20.1951,0.1425,0
synthetic_outlier,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,3,22,4.5710,5.4295,3.2349,0.8636,21.9075,0.1616,0
synthetic_outlier,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,4,21,5.1714,6.1546,3.6760,0.8571,23.3783,0.1667,0
synthetic_outlier,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,5,20,5.7348,6.9508,4.2722,0.8500,24.7069,0.1889,0
synthetic_outlier,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,6,19,5.7149,6.9649,4.1996,0.7895,25.8259,0.2251,0
synthetic_outlier,synthetic,prior_7_8_with_killer,persistence,baseline,1,24,4.9487,6.6594,3.7364,0.8750,24.4165,0.1157,0
synthetic_outlier,synthetic,prior_7_8_with_killer,persistence,baseline,2,23,5.4594,7.2282,4.1493,0.9565,33.1379,0.1483,0
synthetic_outlier,synthetic,prior_7_8_with_killer,persistence,baseline,3,22,7.3094,8.8214,5.1320,1.0000,39.8888,0.1869,0
synthetic_outlier,synthetic,prior_7_8_with_killer,persistence,baseline,4,21,8.4570,10.4820,6.0700,0.9524,45.2745,0.2354,0
synthetic_outlier,synthetic,prior_7_8_with_killer,persistence,baseline,5,20,9.9922,12.0116,7.1104,1.0000,49.9210,0.2556,0
synthetic_outlier,synthetic,prior_7_8_with_killer,persistence,baseline,6,19,12.0926,14.3124,8.5896,1.0000,53.3800,0.2778,0
sample_observations,observed,prior_10_12_with_killer,llambo_style,baseline,all,1,0.3017,0.3017,0.5533,1.0000,9.0160,0.2778,0
sample_observations,observed,prior_10_12_with_killer,llambo_style,hardened,all,1,1.9000,1.9000,1.1336,1.0000,9.7373,0.3444,0
sample_observations,observed,prior_3_5_with_killer,llambo_style,baseline,all,1,0.3017,0.3017,0.8422,1.0000,13.9552,0.2778,0
sample_observations,observed,prior_3_5_with_killer,llambo_style,hardened,all,1,1.9000,1.9000,1.2656,1.0000,15.0716,0.3000,0
sample_observations,observed,prior_7_8_no_killer,llambo_style,baseline,all,1,0.9068,0.9068,0.7958,1.0000,11.4856,0.3000,0
sample_observations,observed,prior_7_8_no_killer,llambo_style,hardened,all,1,1.9000,1.9000,1.1814,1.0000,12.4044,0.3444,0
sample_observations,observed,prior_7_8_with_killer,gp_surrogate,baseline,all,1,4.5000,4.5000,3.3886,0.0000,7.8400,0.5000,0
sample_observations,observed,prior_7_8_with_killer,linear_trend,baseline,all,1,4.5000,4.5000,3.3886,0.0000,7.8400,0.5000,0
sample_observations,observed,prior_7_8_with_killer,llambo_style,baseline,all,1,0.3017,0.3017,0.6971,1.0000,11.4856,0.2778,0
sample_observations,observed,prior_7_8_with_killer,llambo_style,hardened,all,1,1.9000,1.9000,1.1814,1.0000,12.4044,0.3444,0
sample_observations,observed,prior_7_8_with_killer,logistic_scurve,baseline,all,0,,,,,,,1
sample_observations,observed,prior_7_8_with_killer,persistence,baseline,all,1,4.5000,4.5000,3.3886,0.0000,7.8400,0.5000,0
synthetic_clean,synthetic,prior_10_12_with_killer,llambo_style,baseline,all,129,3.0326,4.7718,2.5789,0.7442,9.5351,0.1658,0
synthetic_clean,synthetic,prior_10_12_with_killer,llambo_style,hardened,all,129,1.5756,2.0470,1.2316,0.9767,11.1953,0.1632,0
synthetic_clean,synthetic,prior_3_5_with_killer,llambo_style,baseline,all,129,3.2632,4.8334,2.5438,0.8605,13.5679,0.2132,0
synthetic_clean,synthetic,prior_3_5_with_killer,llambo_style,hardened,all,129,1.4083,1.8392,1.2219,1.0000,14.6533,0.1288,0
synthetic_clean,synthetic,prior_7_8_no_killer,llambo_style,baseline,all,129,3.9361,5.7989,3.1733,0.7519,10.9668,0.2743,0
synthetic_clean,synthetic,prior_7_8_no_killer,llambo_style,hardened,all,129,1.4240,1.7848,1.1058,1.0000,11.8544,0.0857,0
synthetic_clean,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,all,129,12.7827,15.3738,9.6338,0.5736,25.5169,0.4440,0
synthetic_clean,synthetic,prior_7_8_with_killer,linear_trend,baseline,all,129,5.8827,6.9125,4.6312,0.5581,11.4201,0.1453,0
synthetic_clean,synthetic,prior_7_8_with_killer,llambo_style,baseline,all,129,3.2632,4.8334,2.5660,0.8062,10.9668,0.2321,0
synthetic_clean,synthetic,prior_7_8_with_killer,llambo_style,hardened,all,129,1.4083,1.8392,1.1272,1.0000,11.8442,0.0947,0
synthetic_clean,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,all,129,4.9101,5.9408,3.8703,0.6822,12.6763,0.3036,0
synthetic_clean,synthetic,prior_7_8_with_killer,persistence,baseline,all,129,6.8480,8.7952,6.0247,0.2791,6.8240,0.4320,0
synthetic_noisy,synthetic,prior_10_12_with_killer,llambo_style,baseline,all,129,3.1777,4.8128,2.6266,0.7674,9.5968,0.1529,0
synthetic_noisy,synthetic,prior_10_12_with_killer,llambo_style,hardened,all,129,2.6053,3.2747,1.8757,0.8915,12.5185,0.0438,0
synthetic_noisy,synthetic,prior_3_5_with_killer,llambo_style,baseline,all,129,3.2482,4.8305,2.5509,0.8450,13.5679,0.1925,0
synthetic_noisy,synthetic,prior_3_5_with_killer,llambo_style,hardened,all,129,2.2921,3.0716,1.7116,0.9690,14.9142,0.0676,0
synthetic_noisy,synthetic,prior_7_8_no_killer,llambo_style,baseline,all,129,3.9015,5.6969,3.1144,0.7674,10.9668,0.2571,0
synthetic_noisy,synthetic,prior_7_8_no_killer,llambo_style,hardened,all,129,2.4975,3.4928,1.8715,0.8992,12.4170,0.1038,0
synthetic_noisy,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,all,129,14.0704,16.4616,10.3235,0.6047,31.4290,0.4121,0
synthetic_noisy,synthetic,prior_7_8_with_killer,linear_trend,baseline,all,129,4.9199,5.9449,3.4872,0.8837,16.3269,0.0609,0
synthetic_noisy,synthetic,prior_7_8_with_killer,llambo_style,baseline,all,129,3.2482,4.8305,2.5714,0.7984,10.9668,0.2046,0
synthetic_noisy,synthetic,prior_7_8_with_killer,llambo_style,hardened,all,129,2.2921,3.0716,1.6726,0.9457,12.2969,0.0487,0
synthetic_noisy,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,all,129,3.6306,4.4652,2.5389,0.9147,16.2041,0.2054,0
synthetic_noisy,synthetic,prior_7_8_with_killer,persistence,baseline,all,129,6.8755,8.6983,4.5988,0.9922,28.6472,0.2786,0
synthetic_outlier,synthetic,prior_10_12_with_killer,llambo_style,baseline,all,129,4.8799,7.0136,4.0870,0.6202,9.5601,0.1376,0
synthetic_outlier,synthetic,prior_10_12_with_killer,llambo_style,hardened,all,129,4.9829,7.2885,3.9125,0.7597,14.7839,0.0449,0
synthetic_outlier,synthetic,prior_3_5_with_killer,llambo_style,baseline,all,129,4.7736,6.8925,3.7609,0.7364,13.5679,0.1744,0
synthetic_outlier,synthetic,prior_3_5_with_killer,llambo_style,hardened,all,129,3.9363,5.6012,3.0106,0.8915,18.2791,0.0564,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,baseline,all,129,5.3026,7.5887,4.3294,0.6512,10.9668,0.2304,0
synthetic_outlier,synthetic,prior_7_8_no_killer,llambo_style,hardened,all,129,4.1375,5.8811,3.1767,0.8140,15.0645,0.0986,0
synthetic_outlier,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,all,129,15.0471,17.5830,11.1578,0.6357,34.2050,0.3829,0
synthetic_outlier,synthetic,prior_7_8_with_killer,linear_trend,baseline,all,129,5.9472,6.9441,4.1164,0.9302,22.8954,0.0445,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,baseline,all,129,4.7736,6.8925,3.8510,0.6667,10.9668,0.1830,0
synthetic_outlier,synthetic,prior_7_8_with_killer,llambo_style,hardened,all,129,3.9363,5.6012,3.0029,0.8605,15.0383,0.0599,0
synthetic_outlier,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,all,129,4.9123,5.9356,3.5273,0.8682,22.1697,0.1658,0
synthetic_outlier,synthetic,prior_7_8_with_killer,persistence,baseline,all,129,7.8476,10.0630,5.6658,0.9612,40.2258,0.1977,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,baseline,1,72,2.8072,4.4072,2.2513,0.8472,10.2508,0.0972,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,baseline,2,69,3.2281,4.9329,2.6632,0.7391,10.3158,0.1425,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,baseline,3,66,3.8104,5.6522,3.1469,0.7121,9.8655,0.1582,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,baseline,4,63,4.2325,6.2061,3.5786,0.6508,9.4158,0.1684,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,baseline,5,60,4.2105,6.7688,3.6797,0.6500,8.9017,0.1796,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,baseline,6,57,4.1232,5.7877,3.4901,0.6316,8.2982,0.1784,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,hardened,1,72,2.5243,4.3911,2.0499,0.9028,13.4170,0.0710,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,hardened,2,69,2.6429,4.4414,2.1265,0.8986,13.8489,0.0717,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,hardened,3,66,3.0676,4.6805,2.3353,0.8636,13.3514,0.0529,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,hardened,4,63,3.3183,5.2408,2.5137,0.8889,12.5926,0.0686,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,hardened,5,60,3.5111,5.2415,2.6282,0.8667,11.9652,0.1056,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,hardened,6,57,3.4357,4.5934,2.4747,0.8246,11.4418,0.1312,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,baseline,1,72,2.8122,4.3836,2.2096,0.8889,13.9552,0.1080,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,baseline,2,69,3.2550,4.8986,2.5487,0.8696,14.3421,0.1715,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,baseline,3,66,3.8816,5.6045,2.9802,0.8333,13.9489,0.1886,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,baseline,4,63,4.2441,6.1644,3.3372,0.7302,13.4606,0.2178,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,baseline,5,60,4.3724,6.7236,3.5149,0.7833,12.9602,0.2444,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,baseline,6,57,4.2592,5.8237,3.3262,0.7544,12.4583,0.2524,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,hardened,1,72,2.3744,4.0326,1.9860,0.9306,16.2398,0.0988,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,hardened,2,69,2.3512,3.7542,1.9415,0.9565,16.8458,0.0945,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,hardened,3,66,2.5854,3.7516,1.9864,0.9697,16.4477,0.0687,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,hardened,4,63,2.6759,3.9140,2.0477,0.9365,15.8806,0.0591,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,hardened,5,60,2.7661,4.2071,2.0852,0.9500,15.2927,0.0519,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,hardened,6,57,2.5747,3.2480,1.8354,0.9825,14.6842,0.0216,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,baseline,1,72,3.0239,4.6146,2.3581,0.8611,11.4856,0.1512,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,baseline,2,69,3.7554,5.4985,2.9524,0.7536,11.7258,0.2230,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,baseline,3,66,4.5082,6.4485,3.5994,0.7424,11.3153,0.2626,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,baseline,4,63,4.9963,7.1514,4.0828,0.6508,10.8249,0.2813,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,baseline,5,60,5.2475,7.7730,4.3619,0.6667,10.3243,0.3019,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,baseline,6,57,5.1067,6.9364,4.2037,0.6316,9.8224,0.3304,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,hardened,1,72,2.3875,4.0739,1.9336,0.8889,13.5222,0.0818,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,hardened,2,69,2.4218,3.8970,1.9257,0.9130,13.9966,0.0845,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,hardened,3,66,2.7223,3.9924,2.0457,0.8939,13.5738,0.0579,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,hardened,4,63,2.9065,4.2367,2.1694,0.9048,13.0100,0.0697,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,hardened,5,60,2.9719,4.6160,2.2426,0.9167,12.4216,0.0611,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,hardened,6,57,2.7985,3.6091,2.0267,0.9123,11.8277,0.0595,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,1,72,4.0254,5.2094,2.8533,0.8333,14.3555,0.2716,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,2,69,6.8845,8.0142,4.8587,0.7826,22.4149,0.3663,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,3,66,11.7682,12.6454,8.3617,0.6667,30.7556,0.4293,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,4,63,17.0328,17.6229,12.3844,0.5556,37.0547,0.4665,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,5,60,21.7720,22.1999,16.3820,0.4000,40.6406,0.4796,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,6,57,26.0381,26.2422,20.3183,0.2982,41.6755,0.5000,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,linear_trend,baseline,1,72,4.2125,5.1892,3.1418,0.6667,10.7314,0.0941,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,linear_trend,baseline,2,69,4.7507,5.7197,3.4605,0.7536,14.3836,0.0668,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,linear_trend,baseline,3,66,5.2486,6.2879,3.8672,0.8030,16.9355,0.0704,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,linear_trend,baseline,4,63,5.9344,6.9096,4.3327,0.8095,18.8455,0.0616,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,linear_trend,baseline,5,60,6.7233,7.5782,4.8483,0.8500,20.4123,0.0704,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,linear_trend,baseline,6,57,7.1220,8.0399,5.1616,0.8947,21.7193,0.0770,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,baseline,1,72,2.8122,4.3836,2.1985,0.8750,11.4856,0.1173,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,baseline,2,69,3.2550,4.8986,2.5607,0.8116,11.7258,0.1860,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,baseline,3,66,3.8816,5.6045,3.0284,0.7727,11.3153,0.2071,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,baseline,4,63,4.2441,6.1644,3.4068,0.7143,10.8249,0.2319,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,baseline,5,60,4.3724,6.7236,3.5880,0.6833,10.3243,0.2556,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,baseline,6,57,4.2592,5.8237,3.4163,0.6491,9.8224,0.2641,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,hardened,1,72,2.3744,4.0326,1.9194,0.8889,13.4790,0.0772,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,hardened,2,69,2.3512,3.7542,1.8683,0.9275,13.9454,0.0800,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,hardened,3,66,2.5854,3.7516,1.9395,0.9697,13.5194,0.0316,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,hardened,4,63,2.6759,3.9140,2.0059,0.9048,12.9549,0.0354,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,hardened,5,60,2.7661,4.2071,2.0525,0.9500,12.3661,0.0167,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,hardened,6,57,2.5747,3.2480,1.8231,0.9825,11.7720,0.0232,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,1,72,3.2836,3.9620,2.3097,0.8889,13.9070,0.1775,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,2,69,3.6807,4.3893,2.6329,0.8551,15.4689,0.2053,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,3,66,4.1639,4.9517,3.0322,0.8333,16.8172,0.2290,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,4,63,4.8431,5.7329,3.5650,0.8095,17.9952,0.2372,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,5,60,5.4667,6.5714,4.1610,0.7833,19.0009,0.2426,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,6,57,5.9144,7.1699,4.5518,0.7368,19.8792,0.2719,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,persistence,baseline,1,72,3.2768,4.5703,2.4378,0.7500,14.8271,0.2284,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,persistence,baseline,2,69,4.4696,5.7707,3.4399,0.7536,20.5367,0.2617,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,persistence,baseline,3,66,6.4449,7.6957,4.7908,0.7576,24.9122,0.2980,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,persistence,baseline,4,63,8.1936,9.6927,6.1670,0.7302,28.4526,0.3289,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,persistence,baseline,5,60,10.0225,11.6085,7.5830,0.7500,31.5600,0.3519,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,persistence,baseline,6,57,12.2004,13.9469,9.2767,0.7193,34.2105,0.3713,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,baseline,all,387,3.6968,5.6310,3.0975,0.7106,9.5640,0.1520,0
__ALL_SYNTHETIC__,synthetic,prior_10_12_with_killer,llambo_style,hardened,all,387,3.0546,4.7622,2.3400,0.8760,12.8326,0.0612,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,baseline,all,387,3.7616,5.6036,2.9519,0.8140,13.5679,0.1934,0
__ALL_SYNTHETIC__,synthetic,prior_3_5_with_killer,llambo_style,hardened,all,387,2.5456,3.8380,1.9814,0.9535,15.9488,0.0659,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,baseline,all,387,4.3801,6.4205,3.5390,0.7235,10.9668,0.2539,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_no_killer,llambo_style,hardened,all,387,2.6863,4.0814,2.0513,0.9044,13.1120,0.0529,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,gp_surrogate,baseline,all,387,13.9667,16.4975,10.3717,0.6047,30.3836,0.4130,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,linear_trend,baseline,all,387,5.5833,6.6168,4.0783,0.7907,16.8808,0.0705,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,baseline,all,387,3.7616,5.6036,2.9961,0.7571,10.9668,0.2066,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,llambo_style,hardened,all,387,2.5456,3.8380,1.9343,0.9354,13.0598,0.0382,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,logistic_scurve,baseline,all,387,4.4844,5.4913,3.3122,0.8217,17.0167,0.2249,0
__ALL_SYNTHETIC__,synthetic,prior_7_8_with_killer,persistence,baseline,all,387,7.1904,9.2065,5.4298,0.7442,25.2323,0.3028,0
